"Origin_city","Destination_city"
"Portland, OR","Dallas, TX"
"Portland, OR","Dallas, TX"
"Richmond, VA","Dallas, TX"
"Richmond, VA","Dallas, TX"
"Richmond, VA","Dallas, TX"
"Portland, OR","Dallas, TX"
"New York, NY","Dallas, TX"
"Portland, OR","Dallas, TX"
"Portland, OR","Dallas, TX"
"Portland, OR","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"Portland, OR","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"San Jose, CA","Dallas, TX"
"Portland, OR","Dallas, TX"
"Portland, OR","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"San Jose, CA","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"San Jose, CA","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"New York, NY","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Cleveland, OH","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Baltimore, MD","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Albany, NY","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Reno, NV","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Miami, FL","Dallas, TX"
"Reno, NV","Dallas, TX"
"Bangor, ME","Dallas, TX"
"Reno, NV","Dallas, TX"
"Reno, NV","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Tacoma, WA","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Newark, NJ","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Fresno, CA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Boston, MA","Dallas, TX"
"Buffalo, NY","Dallas, TX"
"Bemidji, MN","Dallas, TX"
"Charlottesville, VA","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"West Palm Beach, FL","Dallas, TX"
"Fort Lauderdale, FL","Dallas, TX"
"Charlottesville, VA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Santa Barbara, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Santa Barbara, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Santa Barbara, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Santa Barbara, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Atlantic City, NJ","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"San Francisco, CA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Philadelphia, PA","Dallas, TX"
"Las Vegas, NV","Dayton, OH"
"Cheyenne, WY","Dayton, OH"
"Seattle, WA","Dayton, OH"
"Laredo, TX","Dayton, OH"
"Los Angeles, CA","Dayton, OH"
"Los Angeles, CA","Dayton, OH"
"Las Vegas, NV","Dothan, AL"
"Los Angeles, CA","Duluth, MN"
"Los Angeles, CA","Duluth, MN"
"Los Angeles, CA","Duluth, MN"
"Salt Lake City, UT","Duluth, MN"
"New York, NY","Duluth, MN"
"New York, NY","Duluth, MN"
"Seattle, WA","Duluth, MN"
"Orlando, FL","Duluth, MN"
"Orlando, FL","Duluth, MN"
"Orlando, FL","Duluth, MN"
"Orlando, FL","Duluth, MN"
"Houston, TX","Duluth, MN"
"Hartford, CT","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"San Diego, CA","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"San Diego, CA","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Las Vegas, NV","Duluth, MN"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Oklahoma City, OK","Elmira, NY"
"Tucson, AZ","Eugene, OR"
"Tucson, AZ","Eugene, OR"
"Tucson, AZ","Eugene, OR"
"Tucson, AZ","Eugene, OR"
"Omaha, NE","Eugene, OR"
"Tulsa, OK","Eugene, OR"
"Omaha, NE","Eugene, OR"
"Lawton, OK","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Monroe, LA","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Dallas, TX","Fresno, CA"
"Cincinnati, OH","Fresno, CA"
"Kansas City, MO","Fresno, CA"
"Kansas City, MO","Helena, MT"
"Newark, NJ","Helena, MT"
"Portland, OR","Juneau, AK"
"Casper, WY","Laredo, TX"
"Gary, IN","Laredo, TX"
"Miami, FL","Laredo, TX"
"Gary, IN","Laredo, TX"
"Toledo, OH","Laredo, TX"
"Toledo, OH","Laredo, TX"
"Toledo, OH","Laredo, TX"
"Toledo, OH","Laredo, TX"
"Toledo, OH","Laredo, TX"
"Peoria, IL","Laredo, TX"
"Knoxville, TN","Laredo, TX"
"Charlotte, NC","Laredo, TX"
"Charlotte, NC","Laredo, TX"
"Charlotte, NC","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Waterloo, IA","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Rockford, IL","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Hickory, NC","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Detroit, MI","Laredo, TX"
"Rocky Mount, NC","Laredo, TX"
"Rocky Mount, NC","Laredo, TX"
"Terre Haute, IN","Laredo, TX"
"Indianapolis, IN","Laredo, TX"
"Indianapolis, IN","Laredo, TX"
"Harrisburg, PA","Laredo, TX"
"Greenville, SC","Laredo, TX"
"Greenville, SC","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Lexington, KY","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Milwaukee, WI","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Milwaukee, WI","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Las Vegas, NV","Laredo, TX"
"Columbus, OH","Laredo, TX"
"Raleigh, NC","Laredo, TX"
"Savannah, GA","Lawton, OK"
"Los Angeles, CA","Lawton, OK"
"Kinston, NC","Lawton, OK"
"Bradford, PA","Lawton, OK"
"Fresno, CA","Lawton, OK"
"Harrisburg, PA","Lawton, OK"
"Harrisburg, PA","Lawton, OK"
"Harrisburg, PA","Lawton, OK"
"Williamsport, PA","Lawton, OK"
"Williamsport, PA","Lawton, OK"
"Seattle, WA","Marion, IL"
"Oakland, CA","Mobile, AL"
"New York, NY","Mobile, AL"
"Reno, NV","Mobile, AL"
"Reno, NV","Mobile, AL"
"Bangor, ME","Mobile, AL"
"Reno, NV","Monroe, LA"
"Logan, UT","Monroe, LA"
"Fresno, CA","Monroe, LA"
