"Origin_city","Destination_city"
"Albuquerque, NM","Savannah, GA"
"Shreveport, LA","Syracuse, NY"
"Fort Lauderdale, FL","Syracuse, NY"
"Fort Lauderdale, FL","Syracuse, NY"
"Salt Lake City, UT","Syracuse, NY"
"Salt Lake City, UT","Syracuse, NY"
"Killeen, TX","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Houston, TX","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Houston, TX","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Houston, TX","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Orlando, FL","Syracuse, NY"
"Salina, KS","Syracuse, NY"
"Dallas, TX","Syracuse, NY"
"Dallas, TX","Syracuse, NY"
"Tampa, FL","Syracuse, NY"
"Miami, FL","Syracuse, NY"
"Tampa, FL","Syracuse, NY"
"Tampa, FL","Syracuse, NY"
"Tampa, FL","Syracuse, NY"
"Las Vegas, NV","Valdosta, GA"
"Portland, OR","Waterloo, IA"
"Omaha, NE","Allentown, PA"
"Tulsa, OK","Allentown, PA"
"Omaha, NE","Allentown, PA"
"Miami, FL","Allentown, PA"
"Kansas City, MO","Allentown, PA"
"Kansas City, MO","Allentown, PA"
"Kansas City, MO","Allentown, PA"
"Kansas City, MO","Allentown, PA"
"Kansas City, MO","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"New Orleans, LA","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Punta Gorda, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Fort Lauderdale, FL","Allentown, PA"
"Lincoln, NE","Allentown, PA"
"Houston, TX","Allentown, PA"
"Houston, TX","Allentown, PA"
"Houston, TX","Allentown, PA"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Seattle, WA","Anchorage, AK"
"Bellingham, WA","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Portland, OR","Anchorage, AK"
"Tacoma, WA","Anchorage, AK"
"Albuquerque, NM","Asheville, NC"
"Grand Junction, CO","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Oklahoma City, OK","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Salt Lake City, UT","Baltimore, MD"
"Omaha, NE","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Omaha, NE","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Omaha, NE","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Austin, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"Dallas, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"San Antonio, TX","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Shreveport, LA","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Albuquerque, NM","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Amarillo, TX","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Amarillo, TX","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Phoenix, AZ","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Houston, TX","Baltimore, MD"
"Portland, OR","Champaign, IL"
"Fresno, CA","Champaign, IL"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"San Antonio, TX","Charlotte, NC"
"Albuquerque, NM","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Phoenix, AZ","Charlotte, NC"
"Tucson, AZ","Charlotte, NC"
"Laredo, TX","Charlotte, NC"
"Laredo, TX","Charlotte, NC"
"Laredo, TX","Charlotte, NC"
"Laredo, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
"Austin, TX","Charlotte, NC"
